Customer_ID,Age,Gender,Education_Level,Marital_Status,Number_of_Dependents,City,State,Country,Employment_Status,Years_at_Current_Job,Income,Loan_Amount,Interest_Rate,Assets_Value,Debt_to_Income_Ratio,Loan_Purpose,Loan_Status,Credit_Score,Previous_Defaults,Payment_History,Risk_Rating,Loan_to_Income,Income_Group,Loan_Group,Credit_Group,Age_Group,Risk_Score,High_Risk_Flag,Default_Flag
CUST0016,68,Female,PhD,Divorced,4,Pune,Maharashtra,India,Self-employed,6,70605.0,42951.0,0.15,67070.0,0.550745935345897,Auto,Rejected,699.0,2,Fair,Medium,0.6083280220947525,High,Very Large,Good,Senior,71.62237806037692,1,1
CUST0017,55,Male,High School,Married,3,Kolkata,West Bengal,India,Unemployed,19,70978.0,36970.0,0.09,54041.0,0.2669409092504,Personal,Approved,706.0,1,Excellent,Low,0.5208656203330609,High,Very Large,Good,Mid-Age,37.408227277512,0,0
CUST0018,18,Female,Master's,Widowed,3,Ahmedabad,Gujarat,India,Unemployed,8,102628.0,25442.0,0.09,159503.0,0.161832578822511,Home,Approved,654.0,1,Poor,Medium,0.24790505515064115,High,Large,Fair,Young,59.45497736467533,1,0
CUST0019,60,Non-binary,Bachelor's,Divorced,2,Jaipur,Rajasthan,India,Employed,7,70605.0,37001.0,0.09,53055.0,0.338970973186693,Business,Rejected,738.0,1,Fair,Medium,0.5240563699454713,High,Very Large,Good,Mid-Age,46.36912919560079,0,0
CUST0020,56,Non-binary,PhD,Married,2,Lucknow,Uttar Pradesh,India,Employed,19,21084.0,22039.0,0.09,226053.0,0.231046374000312,Personal,Rejected,702.0,0,Fair,Low,1.0452950104344527,Low,Large,Good,Mid-Age,31.73139122000936,0,0
CUST0021,26,Female,PhD,Divorced,1,Mumbai,Maharashtra,India,Unemployed,19,51460.0,29970.0,0.15,252797.0,0.43023258760059,Business,Rejected,699.0,3,Excellent,Medium,0.5823940924990284,Medium,Large,Good,Young,73.0069776280177,0,1
CUST0022,22,Non-binary,PhD,Widowed,3,Delhi,Delhi,India,Employed,15,100169.0,27748.0,0.06,259802.0,0.174743185231767,Home,Approved,796.0,2,Poor,Medium,0.2770118499735447,High,Large,Excellent,Young,60.64229555695301,1,1
CUST0023,37,Non-binary,PhD,Single,2,Bangalore,Karnataka,India,Self-employed,12,70605.0,34904.0,0.09,152686.0,0.106281463687386,Auto,Rejected,664.0,3,Excellent,Medium,0.4943559238014305,High,Very Large,Fair,Adult,66.78844391062158,0,1
CUST0024,64,Non-binary,Bachelor's,Divorced,1,Chennai,Tamil Nadu,India,Unemployed,10,118318.0,41029.0,0.09,159503.0,0.228351473241854,Business,Approved,702.0,3,Poor,High,0.3467688770939333,High,Very Large,Good,Senior,86.65054419725561,1,1
CUST0025,55,Female,High School,Divorced,2,Hyderabad,Telangana,India,Self-employed,18,61811.0,43859.0,0.12,185670.0,0.1997070863614,Auto,Rejected,641.0,2,Excellent,Medium,0.7095662584329651,Medium,Very Large,Fair,Mid-Age,56.891212590842,0,1
CUST0026,41,Male,PhD,Single,2,Pune,Maharashtra,India,Unemployed,16,94796.0,27748.0,0.09,129119.0,0.355808375873112,Business,Approved,742.0,3,Good,Medium,0.29271277269083085,High,Large,Excellent,Adult,71.47425127619336,0,1
CUST0027,36,Non-binary,PhD,Single,4,Kolkata,West Bengal,India,Employed,8,85355.0,18834.0,0.09,159503.0,0.198897711108432,Auto,Approved,667.0,2,Poor,Medium,0.22065491183879093,High,Large,Fair,Adult,74.26693133325296,1,1
CUST0028,41,Male,PhD,Married,0,Ahmedabad,Gujarat,India,Employed,13,93133.0,14052.0,0.06,82774.0,0.282850057062695,Business,Approved,791.0,1,Poor,Medium,0.15088099814244146,High,Medium,Excellent,Adult,49.38550171188085,1,0
CUST0029,64,Female,PhD,Married,3,Jaipur,Rajasthan,India,Self-employed,16,70605.0,38635.0,0.09,159503.0,0.320230266469369,Personal,Rejected,749.0,0,Fair,Low,0.5471992068550386,High,Very Large,Excellent,Senior,29.70690799408107,0,0
CUST0030,64,Male,PhD,Married,2,Lucknow,Uttar Pradesh,India,Employed,13,70605.0,21086.0,0.12,261445.0,0.460985402435174,Auto,Rejected,636.0,4,Fair,High,0.2986474045747468,High,Large,Fair,Senior,105.22956207305522,1,1
CUST0031,34,Male,PhD,Married,1,Mumbai,Maharashtra,India,Unemployed,10,115201.0,21315.0,0.15,81794.0,0.243942663586609,Personal,Rejected,699.0,1,Poor,Medium,0.18502443555177472,High,Large,Good,Adult,57.41827990759827,1,0
CUST0032,49,Non-binary,High School,Divorced,2,Delhi,Delhi,India,Unemployed,3,109882.0,35938.0,0.15,237388.0,0.489437674590907,Home,Rejected,699.0,2,Excellent,Medium,0.32705993702335234,High,Very Large,Good,Mid-Age,59.78313023772721,1,1
CUST0033,48,Non-binary,PhD,Married,3,Bangalore,Karnataka,India,Unemployed,16,46408.0,48403.0,0.12,93647.0,0.185325306417696,Personal,Rejected,632.0,1,Excellent,Medium,1.0429882778831236,Medium,Very Large,Fair,Mid-Age,42.35975919253088,0,0
CUST0034,69,Non-binary,PhD,Single,3,Chennai,Tamil Nadu,India,Self-employed,8,38065.0,15818.0,0.15,107451.0,0.391979313072454,Business,Rejected,699.0,0,Poor,Medium,0.41555234467358465,Medium,Large,Good,Senior,46.85937939217362,0,0
CUST0035,57,Female,Bachelor's,Widowed,1,Hyderabad,Telangana,India,Self-employed,8,70605.0,16398.0,0.09,159119.0,0.483784345001697,Business,Rejected,673.0,1,Fair,Medium,0.23224984066284257,High,Large,Good,Mid-Age,57.21353035005091,1,0
CUST0036,46,Non-binary,High School,Widowed,4,Pune,Maharashtra,India,Self-employed,2,70605.0,6382.0,0.12,156010.0,0.544390400118726,Auto,Rejected,637.0,2,Good,Medium,0.0903901989944055,High,Medium,Fair,Mid-Age,72.63171200356177,1,1
CUST0037,49,Male,Bachelor's,Divorced,3,Kolkata,West Bengal,India,Self-employed,12,117392.0,27748.0,0.09,261093.0,0.470600519291913,Business,Approved,685.0,1,Good,Medium,0.23637045113806732,High,Large,Good,Mid-Age,50.618015578757394,1,0
CUST0038,57,Female,Master's,Single,2,Ahmedabad,Gujarat,India,Self-employed,13,54754.0,11947.0,0.12,282006.0,0.287418593560374,Home,Rejected,604.0,2,Good,Medium,0.21819410454030755,Medium,Medium,Fair,Mid-Age,68.22255780681122,1,1
CUST0039,41,Non-binary,High School,Divorced,2,Jaipur,Rajasthan,India,Self-employed,16,109379.0,5252.0,0.12,159503.0,0.454458036581625,Home,Rejected,606.0,2,Poor,High,0.04801652968120023,High,Medium,Fair,Adult,88.03374109744874,1,1
CUST0040,47,Female,High School,Single,3,Lucknow,Uttar Pradesh,India,Self-employed,2,33065.0,6895.0,0.06,158428.0,0.116680915530773,Auto,Approved,783.0,2,Fair,Medium,0.20852865567820958,Medium,Medium,Excellent,Mid-Age,50.20042746592319,0,1
CUST0041,64,Male,Master's,Single,2,Mumbai,Maharashtra,India,Unemployed,16,70605.0,27748.0,0.15,108664.0,0.45848135096737,Personal,Rejected,699.0,2,Excellent,Medium,0.39300332837617735,High,Large,Good,Senior,58.854440529021105,1,1
CUST0042,35,Female,High School,Single,1,Delhi,Delhi,India,Employed,17,101496.0,16971.0,0.09,271400.0,0.533787309523946,Home,Approved,715.0,2,Fair,Medium,0.16720855994324899,High,Large,Good,Adult,69.51361928571838,1,1
CUST0043,35,Female,PhD,Divorced,4,Bangalore,Karnataka,India,Employed,19,42787.0,14949.0,0.15,227655.0,0.224991082958487,Home,Rejected,699.0,2,Excellent,Medium,0.3493818215813214,Medium,Medium,Good,Adult,51.84973248875461,0,1
CUST0044,18,Female,Master's,Divorced,2,Chennai,Tamil Nadu,India,Unemployed,14,70605.0,14522.0,0.09,176629.0,0.562809957836106,Home,Rejected,748.0,1,Good,Medium,0.20567948445577508,High,Medium,Excellent,Young,47.08429873508318,1,0
CUST0045,21,Male,Bachelor's,Widowed,0,Hyderabad,Telangana,India,Unemployed,3,73952.0,49525.0,0.12,32912.0,0.143644090621215,Auto,Rejected,631.0,1,Excellent,Medium,0.6696911510168758,High,Very Large,Fair,Young,41.20932271863645,0,0
CUST0046,67,Non-binary,Master's,Divorced,3,Pune,Maharashtra,India,Unemployed,7,54247.0,5011.0,0.15,239162.0,0.344651883288013,Personal,Rejected,699.0,0,Excellent,Low,0.09237377182148322,Medium,Medium,Good,Senior,25.43955649864039,0,0
CUST0047,49,Male,Bachelor's,Married,0,Kolkata,West Bengal,India,Unemployed,2,85689.0,27748.0,0.15,232433.0,0.336009426789292,Personal,Rejected,699.0,0,Excellent,Low,0.3238221942139598,High,Large,Good,Mid-Age,25.18028280367876,0,0
CUST0048,30,Female,Bachelor's,Divorced,3,Ahmedabad,Gujarat,India,Unemployed,8,59593.0,27748.0,0.09,279118.0,0.424079452931971,Business,Approved,691.0,2,Good,Medium,0.46562515731713455,Medium,Large,Good,Young,63.622383587959135,0,1
CUST0049,28,Non-binary,Bachelor's,Married,1,Jaipur,Rajasthan,India,Employed,12,69237.0,46898.0,0.15,89494.0,0.516255497177838,Personal,Rejected,699.0,3,Excellent,High,0.6773545936421278,Medium,Very Large,Good,Young,75.58766491533514,1,1
CUST0050,65,Male,PhD,Widowed,0,Lucknow,Uttar Pradesh,India,Self-employed,17,77146.0,38386.0,0.06,262145.0,0.323186386354541,Business,Approved,796.0,4,Fair,High,0.49757602468047596,High,Very Large,Excellent,Senior,85.09559159063623,0,1
CUST0051,68,Female,PhD,Single,2,Mumbai,Maharashtra,India,Employed,3,59300.0,34783.0,0.15,270400.0,0.235760539366425,Auto,Rejected,699.0,0,Excellent,Low,0.5865598650927487,Medium,Very Large,Good,Senior,22.17281618099275,0,0
CUST0052,59,Non-binary,Bachelor's,Married,1,Delhi,Delhi,India,Self-employed,9,82233.0,45345.0,0.15,208180.0,0.471530628885448,Personal,Rejected,699.0,4,Poor,High,0.5514209623873627,High,Very Large,Good,Mid-Age,109.24591886656344,1,1
CUST0053,39,Non-binary,PhD,Single,0,Bangalore,Karnataka,India,Unemployed,5,93509.0,16651.0,0.09,270036.0,0.528582348302681,Auto,Approved,703.0,0,Fair,Medium,0.1780684212214867,High,Large,Good,Adult,40.55747044908043,0,0
CUST0054,64,Non-binary,Bachelor's,Married,2,Chennai,Tamil Nadu,India,Employed,6,70605.0,27748.0,0.06,272412.0,0.302038878288998,Business,Rejected,763.0,1,Fair,Medium,0.39300332837617735,High,Large,Excellent,Senior,42.76116634866994,0,0
CUST0055,69,Non-binary,High School,Divorced,2,Hyderabad,Telangana,India,Unemployed,4,70605.0,39416.0,0.09,80601.0,0.41804562248879,Personal,Rejected,721.0,2,Excellent,Medium,0.5582607464060619,High,Very Large,Good,Senior,55.4413686746637,0,1
CUST0056,29,Male,Bachelor's,Divorced,1,Pune,Maharashtra,India,Unemployed,2,85164.0,14441.0,0.09,64687.0,0.257828552554541,Personal,Approved,710.0,2,Poor,Medium,0.16956695317270207,High,Medium,Good,Young,71.73485657663623,1,1
CUST0057,47,Male,High School,Widowed,2,Kolkata,West Bengal,India,Self-employed,10,119747.0,26507.0,0.12,221402.0,0.464924829888792,Business,Rejected,613.0,1,Good,Medium,0.22135836388385513,High,Large,Fair,Mid-Age,57.64774489666376,1,0
CUST0058,27,Non-binary,Bachelor's,Married,1,Ahmedabad,Gujarat,India,Unemployed,11,93728.0,27748.0,0.09,203446.0,0.407184509422176,Auto,Approved,727.0,2,Poor,Medium,0.2960481392966883,High,Large,Good,Young,74.51553528266528,1,1
CUST0059,54,Non-binary,PhD,Married,3,Jaipur,Rajasthan,India,Employed,18,100908.0,27748.0,0.06,250753.0,0.240809218996796,Business,Approved,764.0,2,Fair,Medium,0.2749831529710231,High,Large,Excellent,Mid-Age,55.82427656990388,0,1
CUST0060,67,Male,PhD,Widowed,1,Lucknow,Uttar Pradesh,India,Unemployed,18,70605.0,12657.0,0.12,107089.0,0.46576018529692,Business,Rejected,608.0,0,Good,Medium,0.17926492458041215,High,Medium,Fair,Senior,43.1728055589076,1,0
CUST0061,36,Male,Bachelor's,Divorced,2,Mumbai,Maharashtra,India,Employed,17,29868.0,12521.0,0.12,240325.0,0.350454133246252,Auto,Rejected,635.0,4,Excellent,High,0.41921119592875317,Low,Medium,Fair,Adult,92.01362399738755,0,1
CUST0062,36,Female,Master's,Married,0,Delhi,Delhi,India,Unemployed,11,68776.0,47707.0,0.12,68491.0,0.332396791046259,Personal,Rejected,612.0,1,Fair,Medium,0.6936576712806793,Medium,Very Large,Fair,Adult,58.77190373138777,1,0
CUST0063,54,Female,Bachelor's,Married,0,Bangalore,Karnataka,India,Unemployed,2,98669.0,19464.0,0.09,26571.0,0.167904091491963,Business,Approved,720.0,1,Poor,Medium,0.1972656052052823,High,Large,Good,Mid-Age,53.03712274475889,1,0
CUST0064,19,Non-binary,Master's,Single,0,Chennai,Tamil Nadu,India,Unemployed,7,112545.0,15503.0,0.09,194154.0,0.252172854016853,Home,Approved,712.0,4,Poor,High,0.13774934470656183,High,Large,Good,Young,101.3651856205056,1,1
CUST0065,39,Non-binary,PhD,Widowed,1,Hyderabad,Telangana,India,Self-employed,12,118717.0,10656.0,0.12,168504.0,0.185634503764309,Home,Rejected,647.0,2,Poor,High,0.08975968058492044,High,Medium,Fair,Adult,75.86903511292927,1,1
CUST0066,48,Male,Bachelor's,Single,3,Pune,Maharashtra,India,Self-employed,3,70605.0,38575.0,0.12,143440.0,0.430090517573071,Home,Rejected,649.0,0,Fair,Medium,0.5463494086821047,High,Very Large,Fair,Mid-Age,43.00271552719213,0,0
CUST0067,64,Male,Bachelor's,Single,2,Kolkata,West Bengal,India,Employed,12,52822.0,37391.0,0.12,159503.0,0.498698763200906,Business,Rejected,636.0,1,Excellent,Medium,0.7078679338154557,Medium,Very Large,Fair,Senior,51.360962896027175,1,0
CUST0068,44,Non-binary,PhD,Widowed,3,Ahmedabad,Gujarat,India,Employed,11,51280.0,22162.0,0.09,87579.0,0.550130495034556,Home,Approved,750.0,1,Excellent,Medium,0.43217628705148203,Medium,Large,Excellent,Adult,41.50391485103668,1,0
CUST0069,55,Female,Bachelor's,Divorced,2,Jaipur,Rajasthan,India,Employed,7,63915.0,10084.0,0.15,159503.0,0.36239744623196,Personal,Rejected,699.0,1,Good,Medium,0.15777204099194242,Medium,Medium,Good,Mid-Age,45.9719233869588,0,0
CUST0070,34,Female,Master's,Widowed,2,Lucknow,Uttar Pradesh,India,Unemployed,12,67046.0,11753.0,0.15,90851.0,0.319500175262378,Personal,Rejected,699.0,0,Fair,Low,0.175297556901232,Medium,Medium,Good,Adult,34.68500525787134,0,0
CUST0071,65,Male,Master's,Divorced,4,Mumbai,Maharashtra,India,Employed,19,106526.0,23161.0,0.12,98025.0,0.544867396843896,Auto,Rejected,650.0,0,Poor,Medium,0.21742109907440438,High,Large,Fair,Senior,56.346021905316874,1,0
CUST0072,68,Non-binary,Master's,Married,4,Delhi,Delhi,India,Employed,1,70605.0,23834.0,0.09,147082.0,0.168123708744042,Auto,Rejected,700.0,2,Excellent,Medium,0.33756816089512076,High,Large,Good,Senior,50.04371126232126,0,1
CUST0073,47,Female,Bachelor's,Divorced,2,Bangalore,Karnataka,India,Unemployed,7,91691.0,42140.0,0.15,235362.0,0.568474244522553,Auto,Rejected,699.0,1,Fair,Medium,0.45958709142663945,High,Very Large,Good,Mid-Age,57.15422733567659,1,0
CUST0074,20,Male,Master's,Widowed,3,Chennai,Tamil Nadu,India,Self-employed,4,70605.0,16283.0,0.09,144758.0,0.466075526140778,Home,Rejected,692.0,1,Good,Medium,0.23062106083138587,High,Large,Good,Young,49.78226578422334,1,0
CUST0075,36,Non-binary,Bachelor's,Widowed,2,Hyderabad,Telangana,India,Employed,7,37105.0,33259.0,0.09,294048.0,0.412777027635851,Home,Approved,720.0,3,Fair,High,0.8963482010510713,Medium,Very Large,Good,Adult,80.38331082907553,0,1
CUST0076,62,Female,Bachelor's,Single,1,Pune,Maharashtra,India,Self-employed,7,31063.0,27748.0,0.06,226298.0,0.143936100974125,Personal,Approved,793.0,2,Good,Medium,0.8932813958729034,Medium,Large,Excellent,Senior,45.018083029223746,0,1
CUST0077,35,Female,High School,Married,2,Kolkata,West Bengal,India,Self-employed,17,70605.0,9833.0,0.15,131120.0,0.155495082054733,Personal,Rejected,699.0,2,Fair,Medium,0.1392677572409886,High,Medium,Good,Adult,59.76485246164199,0,1
CUST0078,66,Female,Bachelor's,Single,2,Ahmedabad,Gujarat,India,Self-employed,19,70605.0,23993.0,0.15,60925.0,0.150792728571523,Personal,Rejected,699.0,2,Poor,Medium,0.3398201260533957,High,Large,Good,Senior,69.62378185714569,1,1
CUST0079,50,Non-binary,Master's,Single,2,Jaipur,Rajasthan,India,Self-employed,4,56108.0,27748.0,0.06,97144.0,0.111494703303079,Personal,Approved,796.0,3,Excellent,Medium,0.4945462322663435,Medium,Large,Excellent,Mid-Age,53.74484109909237,0,1
CUST0080,31,Female,Bachelor's,Married,0,Lucknow,Uttar Pradesh,India,Unemployed,19,69625.0,15188.0,0.12,159503.0,0.50663437349166,Home,Rejected,636.0,1,Excellent,Medium,0.21814003590664272,Medium,Large,Fair,Adult,51.5990312047498,1,0
CUST0081,38,Non-binary,Master's,Divorced,2,Mumbai,Maharashtra,India,Self-employed,5,82093.0,20454.0,0.09,39434.0,0.190221958936544,Home,Approved,726.0,2,Good,Medium,0.24915644452023925,High,Large,Good,Adult,53.106658768096324,0,1
CUST0082,39,Female,Master's,Widowed,0,Delhi,Delhi,India,Unemployed,14,100015.0,23114.0,0.12,85309.0,0.484642490520511,Business,Rejected,615.0,3,Poor,High,0.23110533419987003,High,Large,Fair,Adult,103.03927471561533,1,1
CUST0083,50,Female,Master's,Divorced,4,Bangalore,Karnataka,India,Employed,3,96293.0,21552.0,0.09,255942.0,0.129394209722834,Auto,Approved,708.0,0,Excellent,Low,0.2238168921936174,High,Large,Good,Mid-Age,18.08182629168502,0,0
CUST0084,49,Non-binary,Bachelor's,Single,2,Chennai,Tamil Nadu,India,Self-employed,5,30680.0,24840.0,0.15,101996.0,0.243023798308884,Auto,Rejected,699.0,3,Excellent,Medium,0.8096479791395046,Medium,Large,Good,Mid-Age,67.39071394926651,0,1
CUST0085,24,Male,Bachelor's,Single,3,Hyderabad,Telangana,India,Self-employed,12,70605.0,27748.0,0.12,147499.0,0.255696687514904,Personal,Rejected,627.0,4,Fair,High,0.39300332837617735,High,Large,Fair,Young,99.97090062544711,0,1
CUST0086,23,Male,Bachelor's,Married,4,Pune,Maharashtra,India,Employed,8,62541.0,27748.0,0.09,159503.0,0.244546544798204,Business,Approved,680.0,2,Excellent,Medium,0.44367694792216306,Medium,Large,Good,Young,54.33639634394612,0,1
CUST0087,38,Non-binary,Bachelor's,Single,2,Kolkata,West Bengal,India,Unemployed,17,48069.0,17841.0,0.09,241550.0,0.157519127140882,Home,Approved,670.0,0,Excellent,Low,0.3711539661736254,Medium,Large,Fair,Adult,22.72557381422646,0,0
CUST0088,28,Female,High School,Married,2,Ahmedabad,Gujarat,India,Self-employed,14,56895.0,27748.0,0.15,128403.0,0.227617323964186,Personal,Rejected,699.0,1,Poor,Medium,0.4877054222690922,Medium,Large,Good,Young,56.92851971892558,1,0
CUST0089,35,Female,PhD,Married,0,Jaipur,Rajasthan,India,Self-employed,4,72433.0,5747.0,0.06,112076.0,0.327373934577552,Business,Approved,792.0,3,Good,Medium,0.07934228873579723,High,Medium,Excellent,Adult,65.62121803732656,0,1
CUST0090,50,Non-binary,PhD,Divorced,3,Lucknow,Uttar Pradesh,India,Self-employed,10,70605.0,47751.0,0.12,159503.0,0.343555167321726,Auto,Rejected,640.0,4,Fair,High,0.6763118759294667,High,Very Large,Fair,Mid-Age,101.30665501965177,0,1
CUST0091,56,Female,Master's,Single,1,Mumbai,Maharashtra,India,Self-employed,9,70605.0,40516.0,0.09,203231.0,0.378206874737254,Auto,Rejected,734.0,3,Poor,High,0.5738403795765172,High,Very Large,Good,Mid-Age,87.94620624211763,1,1
CUST0092,22,Non-binary,Master's,Widowed,4,Delhi,Delhi,India,Unemployed,18,65266.0,34746.0,0.12,40215.0,0.26894428062818,Home,Rejected,617.0,1,Poor,Medium,0.5323752030153526,Medium,Very Large,Fair,Young,66.36832841884541,1,0
CUST0093,40,Male,Master's,Widowed,0,Bangalore,Karnataka,India,Self-employed,1,98578.0,8747.0,0.09,37396.0,0.514670636860697,Auto,Approved,663.0,0,Good,Low,0.08873176570837306,High,Medium,Fair,Adult,39.14011910582091,0,0
CUST0094,39,Male,High School,Married,1,Chennai,Tamil Nadu,India,Employed,3,90227.0,18079.0,0.06,163838.0,0.518758953700694,Business,Approved,770.0,0,Poor,Medium,0.20037239407272767,High,Large,Excellent,Adult,43.56276861102082,1,0
CUST0095,31,Non-binary,High School,Divorced,2,Hyderabad,Telangana,India,Employed,5,107081.0,18101.0,0.09,25157.0,0.108793817126224,Business,Approved,740.0,1,Poor,Medium,0.16904025924300295,High,Large,Good,Adult,49.26381451378672,1,0
CUST0096,45,Female,High School,Widowed,4,Pune,Maharashtra,India,Self-employed,19,82878.0,17023.0,0.09,192705.0,0.58491125726242,Auto,Approved,748.0,4,Poor,High,0.20539829629093367,High,Large,Excellent,Adult,107.7473377178726,1,1
CUST0097,62,Non-binary,Bachelor's,Widowed,2,Kolkata,West Bengal,India,Employed,6,46439.0,27748.0,0.12,277288.0,0.443604125471908,Auto,Rejected,645.0,2,Poor,High,0.5975150197032667,Medium,Large,Fair,Senior,83.80812376415724,1,1
CUST0098,34,Non-binary,High School,Widowed,2,Ahmedabad,Gujarat,India,Unemployed,9,44085.0,27748.0,0.09,253262.0,0.44893789146698,Home,Approved,687.0,0,Poor,Medium,0.6294204377906317,Medium,Large,Good,Adult,49.7681367440094,0,0
CUST0099,19,Male,High School,Married,1,Jaipur,Rajasthan,India,Unemployed,1,35817.0,44426.0,0.09,20626.0,0.505459746503681,Home,Approved,731.0,0,Fair,Low,1.240360722561912,Medium,Very Large,Good,Young,37.063792395110426,0,0
CUST0100,49,Non-binary,Bachelor's,Married,1,Lucknow,Uttar Pradesh,India,Unemployed,8,54648.0,20427.0,0.15,276619.0,0.121472994816934,Personal,Rejected,699.0,4,Fair,High,0.37379227053140096,Medium,Large,Good,Mid-Age,88.74418984450801,0,1
CUST0101,36,Female,High School,Married,4,Mumbai,Maharashtra,India,Employed,2,65104.0,44260.0,0.09,135458.0,0.337761725047992,Home,Approved,699.0,2,Excellent,Medium,0.6798353403784714,Medium,Very Large,Good,Adult,55.23285175143976,0,1
CUST0102,43,Male,PhD,Married,2,Delhi,Delhi,India,Self-employed,11,109698.0,46500.0,0.06,159076.0,0.347851155439545,Personal,Approved,793.0,1,Good,Low,0.4238910463271892,High,Very Large,Excellent,Adult,36.13553466318635,0,0
CUST0103,23,Male,Bachelor's,Single,2,Bangalore,Karnataka,India,Unemployed,3,28906.0,24532.0,0.09,96640.0,0.500613650535156,Business,Rejected,724.0,0,Poor,Medium,0.8486819345464609,Low,Large,Good,Young,47.61840951605468,1,0
CUST0104,22,Male,Master's,Widowed,3,Chennai,Tamil Nadu,India,Unemployed,17,104766.0,16117.0,0.06,156630.0,0.211525061214793,Business,Approved,764.0,3,Good,Medium,0.15383807723879886,High,Large,Excellent,Young,64.94575183644379,0,1
CUST0105,41,Female,Master's,Widowed,0,Hyderabad,Telangana,India,Employed,5,79556.0,5235.0,0.09,247857.0,0.322356138956561,Home,Approved,742.0,4,Excellent,High,0.06580270501282116,High,Medium,Excellent,Adult,80.47068416869683,0,1
